land_size_acres,crop_type,irrigation_type,soil_type,region,past_fertilizer_usage,recommended_nutrient_dose,max_allowed_qty
3.02,Cotton,Borewell,Clay,East,143.83,40,121.24
4.67,Cotton,Borewell,Clay,West,168.81,40,205.44
3.11,Cotton,Rainfed,Sandy,South,89.71,40,126.56
1.74,Cotton,Borewell,Loam,South,49.85,40,74.07
1.74,Maize,Rainfed,Clay,North,57.33,30,49.99
1.37,Cotton,Borewell,Sandy,East,65.05,40,53.28
3.21,Paddy,Rainfed,Sandy,East,161.3,50,162.44
4.62,Maize,Rainfed,Sandy,South,143.76,30,135.93
4.38,Paddy,Borewell,Sandy,North,173.13,50,220.94
4.78,Cotton,Rainfed,Clay,South,193.63,40,203.32
3.44,Paddy,Borewell,Sandy,North,192.59,50,187.29
1.73,Cotton,Borewell,Clay,South,54.31,40,68.98
3.66,Paddy,Borewell,Loam,West,148.89,50,164.85
2.04,Paddy,Rainfed,Clay,South,120.81,50,105.98
2.31,Paddy,Borewell,Sandy,South,91.97,50,112.18
1.26,Maize,Rainfed,Sandy,West,28.47,30,40.87
4.99,Paddy,Borewell,Clay,West,195.12,50,227.27
1.98,Maize,Borewell,Clay,East,55.29,30,55.89
1.86,Paddy,Borewell,Sandy,West,74.44,50,98.1
3.71,Paddy,Borewell,Clay,South,188.74,50,181.32
4.59,Paddy,Borewell,Loam,North,271.9,50,214.52
1.5,Maize,Borewell,Sandy,South,43.33,30,41.32
2.46,Maize,Rainfed,Loam,South,73.13,30,74.13
1.99,Cotton,Borewell,Loam,West,77.31,40,86.9
1.43,Paddy,Rainfed,Loam,East,73.46,50,64.97
0.8,Maize,Borewell,Sandy,North,23.42,30,22.1
0.6,Paddy,Rainfed,Loam,West,23.57,50,30.39
3.67,Cotton,Rainfed,Clay,North,117.62,40,151.74
1.32,Cotton,Borewell,Clay,South,53.16,40,51.87
3.44,Cotton,Borewell,Sandy,West,164.78,40,149.65
0.52,Maize,Borewell,Clay,South,17.83,30,14.25
4.79,Cotton,Borewell,Clay,South,161.12,40,187.08
0.91,Paddy,Borewell,Clay,North,34.4,50,47.56
4.75,Maize,Borewell,Loam,East,143.27,30,148.65
3.93,Maize,Borewell,Clay,North,98.02,30,107.18
0.51,Maize,Rainfed,Clay,South,13.39,30,14.51
0.78,Paddy,Borewell,Sandy,South,30.8,50,36.07
4.62,Cotton,Rainfed,Clay,West,142.32,40,186.19
3.17,Cotton,Borewell,Sandy,East,123.22,40,116.63
1.93,Maize,Borewell,Sandy,East,42.01,30,56.69
1.35,Maize,Borewell,Clay,North,39.72,30,42.06
2.89,Paddy,Borewell,Sandy,North,132.52,50,141.24
4.29,Paddy,Rainfed,Clay,North,173.68,50,224.55
3.91,Paddy,Borewell,Loam,North,177.83,50,187.57
2.62,Maize,Rainfed,Clay,North,58.68,30,71.46
1.0,Cotton,Borewell,Loam,East,31.74,40,40.03
4.32,Maize,Borewell,Sandy,East,105.99,30,140.88
4.8,Maize,Rainfed,Clay,North,169.84,30,153.72
2.14,Cotton,Borewell,Sandy,West,63.03,40,86.78
3.01,Maize,Rainfed,Sandy,North,101.59,30,99.26
2.79,Paddy,Borewell,Loam,North,121.73,50,130.74
0.52,Maize,Rainfed,Loam,North,14.89,30,15.77
4.21,Cotton,Rainfed,Loam,North,160.37,40,182.43
3.33,Paddy,Borewell,Clay,East,186.51,50,154.79
4.35,Paddy,Rainfed,Loam,East,225.67,50,203.16
1.35,Paddy,Rainfed,Sandy,East,78.52,50,61.18
2.58,Cotton,Borewell,Loam,West,88.42,40,106.61
4.28,Cotton,Borewell,Clay,West,150.69,40,168.7
4.92,Paddy,Rainfed,Sandy,South,268.62,50,265.54
2.47,Maize,Rainfed,Sandy,North,60.54,30,72.79
3.72,Maize,Rainfed,Clay,West,84.23,30,106.48
0.71,Cotton,Borewell,Sandy,North,26.02,40,30.26
0.61,Cotton,Rainfed,Clay,West,25.32,40,26.51
1.57,Paddy,Borewell,Loam,West,82.18,50,85.96
4.83,Cotton,Rainfed,Clay,South,157.93,40,177.76
1.17,Paddy,Borewell,Clay,East,61.48,50,61.14
3.53,Paddy,Borewell,Loam,East,153.21,50,164.84
3.11,Cotton,Borewell,Sandy,North,117.16,40,130.09
2.49,Maize,Rainfed,Sandy,South,64.94,30,71.61
1.45,Cotton,Rainfed,Loam,South,48.31,40,53.3
2.06,Cotton,Borewell,Loam,South,59.19,40,77.23
3.86,Cotton,Borewell,Loam,East,133.21,40,159.6
3.73,Paddy,Borewell,Sandy,North,184.75,50,203.61
0.6,Paddy,Rainfed,Sandy,East,32.08,50,32.75
4.38,Cotton,Borewell,Sandy,East,137.35,40,169.13
1.28,Maize,Rainfed,Clay,North,38.43,30,40.03
1.93,Paddy,Rainfed,Sandy,South,93.58,50,100.18
2.4,Maize,Rainfed,Clay,North,81.14,30,75.91
0.79,Maize,Rainfed,Clay,West,23.95,30,22.45
3.01,Paddy,Rainfed,Loam,West,177.36,50,161.91
2.32,Paddy,Rainfed,Loam,East,98.11,50,109.84
2.9,Paddy,Borewell,Loam,South,109.78,50,146.43
0.51,Cotton,Rainfed,Loam,South,17.58,40,19.26
4.87,Maize,Borewell,Sandy,North,155.4,30,141.71
0.92,Cotton,Borewell,Loam,West,35.27,40,34.69
2.91,Maize,Rainfed,Loam,East,97.57,30,89.32
3.35,Cotton,Borewell,Clay,North,130.05,40,145.45
4.69,Maize,Borewell,Sandy,South,134.56,30,135.23
2.57,Maize,Rainfed,Sandy,South,61.16,30,79.2
2.75,Maize,Borewell,Sandy,East,62.01,30,77.51
2.66,Paddy,Rainfed,Sandy,North,152.12,50,134.77
3.57,Maize,Borewell,Clay,South,93.12,30,108.63
2.51,Paddy,Rainfed,Clay,East,129.21,50,114.22
2.72,Cotton,Rainfed,Sandy,North,92.26,40,105.02
4.82,Maize,Borewell,Clay,North,114.43,30,139.14
2.79,Paddy,Borewell,Sandy,West,157.85,50,137.18
3.85,Cotton,Rainfed,Sandy,North,173.74,40,148.15
2.27,Cotton,Borewell,Sandy,South,79.75,40,96.84
0.7,Paddy,Borewell,Sandy,South,29.9,50,36.26
3.04,Maize,Borewell,Clay,West,83.73,30,91.93
1.39,Cotton,Rainfed,Clay,North,50.89,40,55.62
4.56,Maize,Borewell,Sandy,North,113.6,30,146.86
3.4,Paddy,Rainfed,Loam,West,120.73,50,177.64
0.66,Paddy,Rainfed,Sandy,West,39.56,50,35.46
1.84,Cotton,Borewell,Clay,South,60.99,40,71.85
2.1,Paddy,Borewell,Clay,North,93.05,50,101.18
3.3,Maize,Rainfed,Clay,South,77.43,30,105.85
4.16,Cotton,Borewell,Clay,West,156.12,40,178.14
1.61,Maize,Rainfed,Sandy,West,34.23,30,49.45
2.56,Maize,Rainfed,Sandy,North,75.54,30,82.93
4.86,Cotton,Rainfed,Clay,South,197.75,40,204.67
0.88,Maize,Rainfed,Sandy,East,20.6,30,27.63
2.44,Paddy,Borewell,Clay,East,112.6,50,117.33
3.23,Cotton,Borewell,Clay,East,102.4,40,132.48
1.28,Paddy,Rainfed,Clay,South,46.84,50,61.83
1.54,Maize,Rainfed,Loam,North,52.88,30,42.09
1.29,Cotton,Borewell,Loam,South,50.28,40,51.4
0.71,Paddy,Borewell,Clay,South,24.98,50,38.97
3.46,Paddy,Borewell,Loam,East,152.71,50,171.98
1.7,Maize,Rainfed,Loam,North,44.49,30,52.52
4.47,Paddy,Rainfed,Clay,East,177.03,50,238.71
1.05,Paddy,Rainfed,Sandy,North,42.39,50,47.64
1.13,Maize,Borewell,Loam,South,39.28,30,33.62
0.85,Maize,Rainfed,Loam,West,30.09,30,27.43
3.9,Cotton,Borewell,Sandy,North,182.01,40,147.27
4.26,Paddy,Borewell,Loam,North,222.58,50,228.75
4.09,Paddy,Borewell,Clay,South,178.58,50,215.72
1.68,Maize,Rainfed,Loam,North,43.56,30,46.45
4.71,Paddy,Rainfed,Clay,West,199.12,50,236.47
2.26,Paddy,Rainfed,Sandy,South,133.34,50,109.27
4.0,Paddy,Borewell,Clay,East,225.54,50,197.42
2.2,Maize,Rainfed,Clay,West,70.88,30,71.45
3.9,Cotton,Borewell,Loam,North,126.92,40,168.12
2.24,Maize,Rainfed,Loam,South,66.4,30,71.65
1.35,Cotton,Borewell,Sandy,East,58.98,40,55.04
4.52,Maize,Borewell,Clay,South,106.58,30,133.45
4.25,Maize,Borewell,Sandy,West,90.48,30,117.61
4.96,Paddy,Rainfed,Loam,South,208.37,50,271.59
1.32,Maize,Borewell,Loam,North,34.87,30,41.6
3.46,Paddy,Borewell,Sandy,East,171.37,50,174.03
4.3,Cotton,Borewell,Clay,North,140.61,40,170.02
1.2,Cotton,Rainfed,Loam,North,47.9,40,45.61
2.0,Cotton,Borewell,Sandy,East,74.85,40,72.43
0.91,Cotton,Borewell,Loam,East,37.96,40,35.88
4.39,Cotton,Borewell,Clay,West,183.91,40,158.32
3.28,Maize,Borewell,Loam,West,73.49,30,103.93
4.96,Cotton,Rainfed,Sandy,East,191.57,40,205.65
1.57,Cotton,Rainfed,Clay,East,57.7,40,67.27
1.25,Paddy,Rainfed,Sandy,West,52.05,50,61.82
3.71,Cotton,Borewell,Clay,East,131.77,40,161.1
0.93,Cotton,Borewell,Loam,North,32.94,40,38.75
1.52,Cotton,Rainfed,Sandy,South,62.51,40,56.72
0.75,Paddy,Borewell,Clay,South,28.52,50,40.72
2.98,Paddy,Rainfed,Clay,West,163.63,50,144.01
3.17,Maize,Borewell,Loam,North,90.1,30,103.58
3.86,Cotton,Rainfed,Clay,West,164.48,40,140.39
2.97,Cotton,Borewell,Loam,West,110.9,40,128.97
1.66,Paddy,Rainfed,Clay,South,69.3,50,81.53
1.6,Maize,Borewell,Sandy,South,36.7,30,51.43
3.01,Maize,Rainfed,Sandy,South,102.1,30,96.28
1.77,Cotton,Borewell,Sandy,North,68.95,40,64.9
4.62,Maize,Borewell,Loam,West,125.04,30,135.65
1.86,Cotton,Borewell,Clay,West,69.22,40,70.71
2.19,Maize,Borewell,Sandy,South,72.27,30,70.09
1.87,Maize,Rainfed,Sandy,South,52.43,30,60.29
0.74,Maize,Rainfed,Clay,West,25.41,30,20.95
3.55,Cotton,Rainfed,Loam,West,140.76,40,143.5
4.37,Cotton,Borewell,Clay,North,131.24,40,169.45
2.92,Cotton,Rainfed,Loam,North,129.14,40,110.18
4.11,Cotton,Borewell,Clay,East,147.93,40,154.17
3.92,Cotton,Rainfed,Clay,East,116.89,40,157.26
0.79,Paddy,Rainfed,Loam,South,34.69,50,40.3
3.0,Paddy,Rainfed,Sandy,East,135.35,50,147.87
1.52,Cotton,Borewell,Clay,South,56.42,40,66.31
4.33,Maize,Borewell,Clay,North,100.36,30,117.68
4.7,Cotton,Rainfed,Sandy,West,181.11,40,189.42
4.01,Maize,Borewell,Clay,North,103.14,30,119.86
4.86,Maize,Borewell,Clay,North,151.06,30,135.7
1.1,Cotton,Borewell,Sandy,East,35.29,40,46.35
1.83,Paddy,Borewell,Clay,West,65.03,50,99.63
1.26,Cotton,Borewell,Sandy,East,35.52,40,47.75
1.56,Paddy,Rainfed,Sandy,North,71.06,50,84.56
4.46,Cotton,Rainfed,Clay,West,165.63,40,175.22
3.0,Maize,Borewell,Sandy,South,73.96,30,81.94
4.73,Cotton,Rainfed,Sandy,West,150.1,40,177.79
2.63,Cotton,Borewell,Clay,East,99.5,40,95.07
1.17,Paddy,Rainfed,Loam,North,52.01,50,60.65
1.53,Maize,Rainfed,Loam,East,41.84,30,46.43
4.5,Maize,Borewell,Clay,West,116.51,30,125.11
2.7,Paddy,Rainfed,Loam,South,144.9,50,124.47
2.41,Cotton,Borewell,Loam,North,68.34,40,87.41
2.67,Cotton,Borewell,Sandy,West,90.68,40,114.17
3.21,Cotton,Rainfed,Loam,North,119.02,40,126.04
2.74,Paddy,Borewell,Loam,North,98.67,50,147.76
4.99,Maize,Rainfed,Clay,South,118.37,30,138.33
1.15,Paddy,Borewell,Loam,South,59.25,50,59.36
4.32,Paddy,Borewell,Loam,East,232.4,50,213.83
3.26,Cotton,Borewell,Clay,East,136.16,40,130.73
2.64,Maize,Borewell,Loam,North,80.99,30,80.11
3.4,Maize,Borewell,Clay,South,102.66,30,106.47
3.39,Cotton,Borewell,Clay,South,130.16,40,140.53
2.52,Paddy,Rainfed,Clay,South,103.43,50,113.44
3.02,Maize,Borewell,Sandy,East,90.18,30,99.15
2.13,Paddy,Rainfed,Loam,East,95.54,50,100.15
0.82,Maize,Borewell,Clay,South,26.73,30,23.37
3.24,Maize,Borewell,Sandy,East,101.47,30,96.64
4.44,Maize,Rainfed,Sandy,North,122.8,30,127.47
4.53,Cotton,Borewell,Sandy,East,204.9,40,169.02
0.62,Paddy,Borewell,Loam,East,23.09,50,29.68
4.88,Cotton,Borewell,Clay,West,191.15,40,190.25
4.5,Maize,Rainfed,Clay,South,125.09,30,130.01
4.74,Maize,Borewell,Sandy,East,159.94,30,151.97
2.81,Paddy,Rainfed,Loam,North,153.81,50,131.49
3.08,Paddy,Rainfed,Sandy,West,183.56,50,147.56
4.07,Cotton,Borewell,Clay,North,153.88,40,147.82
3.93,Paddy,Borewell,Sandy,North,154.11,50,201.67
0.89,Maize,Borewell,Clay,South,31.33,30,25.59
1.52,Maize,Rainfed,Clay,East,34.86,30,49.67
3.7,Cotton,Rainfed,Sandy,West,158.48,40,147.98
2.64,Paddy,Rainfed,Clay,South,99.66,50,133.58
1.61,Paddy,Borewell,Sandy,East,95.68,50,85.27
2.36,Maize,Borewell,Loam,South,54.92,30,74.84
1.05,Cotton,Rainfed,Sandy,North,33.38,40,39.58
3.01,Maize,Rainfed,Loam,North,98.75,30,86.95
0.88,Maize,Rainfed,Sandy,North,24.61,30,27.71
1.5,Maize,Rainfed,Clay,West,36.45,30,49.03
4.79,Cotton,Borewell,Clay,East,229.01,40,203.39
1.35,Paddy,Rainfed,Sandy,South,54.4,50,65.34
1.93,Paddy,Borewell,Clay,South,113.7,50,102.08
3.76,Cotton,Rainfed,Loam,South,119.26,40,162.72
4.23,Paddy,Rainfed,Sandy,East,165.36,50,227.2
1.73,Paddy,Rainfed,Sandy,West,64.05,50,89.21
3.44,Paddy,Rainfed,Loam,South,128.56,50,165.77
4.97,Cotton,Borewell,Sandy,South,206.6,40,207.95
1.46,Paddy,Borewell,Loam,West,53.98,50,69.74
1.62,Maize,Borewell,Sandy,East,39.72,30,45.61
3.09,Paddy,Rainfed,Sandy,East,133.5,50,164.4
1.33,Cotton,Borewell,Clay,South,49.6,40,48.03
2.67,Paddy,Rainfed,Clay,South,97.18,50,146.26
4.06,Cotton,Rainfed,Sandy,East,153.48,40,148.97
3.17,Cotton,Rainfed,Sandy,South,136.87,40,118.96
3.06,Maize,Rainfed,Sandy,North,101.63,30,96.73
4.11,Cotton,Borewell,Loam,East,187.36,40,178.79
2.32,Maize,Rainfed,Clay,West,68.51,30,73.65
3.64,Paddy,Rainfed,Clay,South,217.99,50,164.3
2.1,Cotton,Rainfed,Loam,West,70.6,40,80.01
1.5,Maize,Borewell,Sandy,South,47.46,30,41.26
3.84,Paddy,Rainfed,Loam,West,200.97,50,182.43
1.64,Paddy,Borewell,Sandy,West,83.18,50,86.3
4.44,Maize,Rainfed,Loam,South,149.99,30,145.58
3.12,Cotton,Rainfed,Sandy,West,144.06,40,132.5
4.53,Cotton,Borewell,Clay,East,127.89,40,198.08
2.63,Cotton,Borewell,Loam,North,115.62,40,97.36
2.28,Cotton,Rainfed,Sandy,North,76.22,40,87.4
1.05,Maize,Borewell,Sandy,South,34.74,30,28.41
1.91,Maize,Borewell,Sandy,East,45.11,30,58.32
1.64,Paddy,Rainfed,Loam,West,68.02,50,81.81
3.44,Cotton,Rainfed,Sandy,West,104.67,40,128.67
1.61,Cotton,Borewell,Clay,North,76.43,40,63.08
3.2,Paddy,Rainfed,Sandy,South,131.32,50,159.69
0.83,Cotton,Rainfed,Loam,East,23.82,40,32.99
2.29,Maize,Borewell,Sandy,West,52.79,30,71.28
4.97,Maize,Rainfed,Clay,South,133.87,30,152.81
4.83,Maize,Rainfed,Clay,South,161.67,30,143.84
3.82,Cotton,Borewell,Sandy,East,116.75,40,153.17
1.76,Maize,Borewell,Clay,North,41.21,30,52.02
1.09,Maize,Rainfed,Clay,East,34.32,30,32.41
2.89,Paddy,Rainfed,Clay,East,111.73,50,134.09
3.13,Cotton,Rainfed,Clay,East,149.3,40,115.09
1.79,Maize,Borewell,Sandy,South,60.93,30,49.11
4.44,Maize,Borewell,Sandy,South,128.16,30,130.76
1.89,Maize,Rainfed,Clay,South,48.11,30,54.5
4.48,Cotton,Borewell,Sandy,West,190.29,40,185.28
4.09,Maize,Rainfed,Clay,West,101.66,30,125.6
2.57,Cotton,Rainfed,Loam,East,112.18,40,98.88
3.39,Paddy,Rainfed,Loam,East,193.42,50,166.18
0.8,Maize,Borewell,Clay,South,22.99,30,23.26
3.53,Maize,Borewell,Sandy,North,124.49,30,105.6
2.6,Paddy,Rainfed,Sandy,West,133.55,50,119.69
1.64,Paddy,Borewell,Clay,East,95.08,50,84.79
0.56,Cotton,Borewell,Loam,North,17.97,40,23.22
3.94,Paddy,Rainfed,Clay,West,220.63,50,188.81
4.69,Maize,Borewell,Loam,East,137.39,30,146.23
3.19,Maize,Borewell,Loam,East,72.86,30,104.56
1.05,Paddy,Borewell,Clay,South,43.44,50,55.79
3.28,Maize,Borewell,Loam,West,110.12,30,98.71
2.2,Cotton,Borewell,Clay,West,102.16,40,79.84
4.35,Maize,Rainfed,Clay,North,106.41,30,139.6
1.13,Cotton,Rainfed,Clay,North,44.75,40,48.71
2.63,Maize,Borewell,Clay,East,84.68,30,83.71
3.81,Paddy,Rainfed,Loam,North,221.49,50,188.47
1.28,Cotton,Rainfed,Sandy,North,37.06,40,48.6
1.14,Cotton,Borewell,Loam,North,44.64,40,42.73
0.68,Maize,Rainfed,Clay,South,14.65,30,21.75
3.16,Cotton,Rainfed,Loam,South,111.11,40,136.37
0.82,Paddy,Rainfed,Sandy,West,48.8,50,41.95
1.33,Maize,Borewell,Loam,West,41.48,30,42.0
2.43,Maize,Rainfed,Loam,East,82.44,30,67.81
1.75,Paddy,Borewell,Loam,East,65.34,50,82.44
1.57,Cotton,Rainfed,Sandy,East,72.77,40,57.5
2.42,Cotton,Rainfed,Sandy,West,93.53,40,104.52
4.99,Maize,Rainfed,Sandy,East,161.18,30,163.8
4.04,Paddy,Borewell,Loam,North,238.68,50,210.37
0.86,Paddy,Rainfed,Loam,North,38.74,50,44.26
2.08,Paddy,Borewell,Clay,North,87.02,50,105.61
4.7,Paddy,Rainfed,Loam,South,168.61,50,247.65
3.75,Cotton,Borewell,Clay,South,177.3,40,162.92
3.93,Paddy,Borewell,Loam,East,188.68,50,184.88
2.95,Paddy,Borewell,Clay,East,159.69,50,159.17
4.05,Maize,Rainfed,Clay,South,96.91,30,123.92
1.99,Cotton,Rainfed,Sandy,South,56.09,40,74.83
1.01,Cotton,Borewell,Loam,East,45.3,40,38.45
1.78,Maize,Rainfed,Loam,West,63.01,30,52.11
0.54,Paddy,Rainfed,Sandy,South,22.73,50,24.94
0.96,Maize,Rainfed,Sandy,West,21.28,30,29.34
1.35,Cotton,Rainfed,Sandy,West,47.55,40,57.91
2.41,Paddy,Borewell,Clay,East,139.52,50,120.45
2.29,Cotton,Borewell,Loam,East,98.49,40,83.78
0.9,Paddy,Borewell,Sandy,South,46.17,50,44.88
4.06,Paddy,Borewell,Sandy,South,235.1,50,198.47
3.18,Paddy,Borewell,Clay,South,151.11,50,174.32
4.24,Cotton,Borewell,Sandy,North,196.04,40,161.27
3.98,Cotton,Rainfed,Sandy,North,132.57,40,149.93
4.75,Paddy,Rainfed,Sandy,North,168.54,50,259.61
1.17,Paddy,Borewell,Loam,East,64.92,50,55.88
2.08,Maize,Borewell,Clay,West,50.44,30,63.47
2.07,Maize,Borewell,Sandy,South,63.88,30,56.08
0.79,Maize,Rainfed,Sandy,North,17.77,30,23.32
4.17,Cotton,Rainfed,Clay,South,190.83,40,158.29
3.08,Maize,Rainfed,Loam,East,100.18,30,88.5
2.34,Maize,Rainfed,Sandy,East,67.53,30,65.07
0.62,Maize,Borewell,Loam,South,14.44,30,19.07
0.83,Cotton,Borewell,Loam,South,26.39,40,32.12
0.85,Cotton,Borewell,Sandy,West,27.06,40,36.8
0.59,Maize,Borewell,Sandy,North,18.17,30,17.29
3.53,Maize,Borewell,Sandy,South,105.3,30,100.04
4.31,Cotton,Rainfed,Clay,West,163.09,40,183.52
2.33,Paddy,Borewell,Loam,South,138.91,50,122.8
4.85,Paddy,Rainfed,Sandy,South,232.11,50,241.22
3.9,Cotton,Borewell,Clay,East,177.86,40,170.48
1.96,Paddy,Borewell,Clay,South,107.74,50,92.33
2.96,Cotton,Rainfed,Clay,North,93.53,40,114.79
4.69,Cotton,Rainfed,Loam,North,145.02,40,192.57
3.17,Cotton,Rainfed,Clay,South,96.41,40,122.39
3.03,Paddy,Borewell,Loam,East,120.23,50,160.61
4.87,Cotton,Borewell,Sandy,South,157.28,40,182.6
2.55,Maize,Rainfed,Loam,West,82.15,30,73.16
0.59,Paddy,Rainfed,Sandy,West,28.63,50,32.19
2.26,Cotton,Rainfed,Clay,South,82.27,40,98.88
3.63,Maize,Rainfed,Clay,North,115.39,30,110.27
4.89,Cotton,Rainfed,Loam,East,204.29,40,211.05
3.65,Cotton,Rainfed,Sandy,North,155.86,40,139.88
1.87,Paddy,Rainfed,Sandy,West,102.05,50,89.7
3.03,Paddy,Borewell,Sandy,South,124.94,50,161.1
1.0,Maize,Borewell,Clay,North,33.44,30,30.62
1.34,Maize,Borewell,Sandy,West,39.03,30,38.45
1.96,Cotton,Rainfed,Sandy,North,68.66,40,71.55
4.94,Paddy,Rainfed,Sandy,East,176.79,50,255.03
2.17,Paddy,Borewell,Clay,South,111.0,50,105.38
3.53,Paddy,Borewell,Clay,East,187.91,50,183.23
1.01,Maize,Borewell,Sandy,South,31.16,30,28.97
0.63,Paddy,Borewell,Clay,East,28.58,50,31.08
2.6,Cotton,Rainfed,Sandy,West,109.45,40,100.02
1.92,Cotton,Rainfed,Loam,South,56.09,40,79.67
3.06,Cotton,Rainfed,Sandy,East,107.06,40,127.42
2.92,Paddy,Borewell,Sandy,West,136.45,50,146.33
3.36,Paddy,Borewell,Clay,North,173.04,50,160.91
1.13,Maize,Rainfed,Clay,West,26.38,30,34.85
4.43,Cotton,Borewell,Sandy,East,160.32,40,165.49
3.9,Paddy,Rainfed,Clay,East,217.67,50,209.84
3.23,Paddy,Borewell,Sandy,North,182.55,50,145.85
0.98,Paddy,Borewell,Sandy,South,36.57,50,51.08
0.81,Cotton,Rainfed,Sandy,North,30.72,40,32.22
1.9,Paddy,Rainfed,Clay,West,107.84,50,88.74
2.09,Maize,Borewell,Clay,South,68.16,30,56.81
3.53,Paddy,Rainfed,Loam,North,195.6,50,191.76
4.44,Paddy,Rainfed,Clay,North,190.85,50,225.83
0.85,Paddy,Rainfed,Clay,South,35.23,50,39.05
1.92,Cotton,Borewell,Clay,South,87.37,40,74.45
3.03,Paddy,Borewell,Sandy,West,138.88,50,150.26
4.86,Maize,Rainfed,Sandy,South,123.65,30,149.51
2.39,Paddy,Borewell,Sandy,North,87.3,50,119.25
4.16,Paddy,Borewell,Loam,West,155.87,50,190.1
1.19,Paddy,Borewell,Clay,North,64.39,50,62.17
3.04,Paddy,Borewell,Loam,South,141.99,50,163.81
3.95,Cotton,Rainfed,Sandy,West,174.74,40,167.9
3.39,Paddy,Borewell,Sandy,South,157.47,50,181.86
4.67,Paddy,Rainfed,Sandy,South,166.23,50,212.56
4.81,Maize,Rainfed,Loam,South,121.01,30,155.08
2.25,Cotton,Borewell,Sandy,South,68.36,40,82.45
1.2,Maize,Rainfed,Sandy,North,29.7,30,35.92
3.66,Paddy,Rainfed,Clay,North,218.36,50,180.86
2.83,Paddy,Rainfed,Clay,West,135.97,50,142.62
2.83,Cotton,Borewell,Loam,North,79.74,40,101.92
0.94,Cotton,Rainfed,Clay,South,28.23,40,39.14
1.42,Cotton,Rainfed,Loam,South,65.17,40,61.67
4.89,Paddy,Borewell,Sandy,East,285.95,50,233.35
2.79,Maize,Rainfed,Clay,North,65.93,30,88.83
4.5,Paddy,Rainfed,Clay,West,253.27,50,222.0
3.91,Paddy,Borewell,Clay,West,146.39,50,177.52
3.89,Paddy,Borewell,Loam,South,177.52,50,213.78
0.94,Maize,Rainfed,Sandy,East,31.8,30,28.09
4.22,Cotton,Rainfed,Loam,East,187.13,40,182.84
1.84,Paddy,Borewell,Clay,East,108.09,50,85.59
0.87,Paddy,Borewell,Clay,South,39.84,50,46.36
2.63,Maize,Borewell,Loam,North,87.95,30,82.52
1.44,Maize,Borewell,Loam,South,50.74,30,39.41
4.54,Cotton,Rainfed,Loam,North,154.76,40,181.61
2.4,Paddy,Borewell,Loam,North,94.31,50,116.6
1.37,Maize,Rainfed,Sandy,North,32.96,30,38.53
2.7,Maize,Borewell,Clay,South,89.02,30,82.12
4.52,Maize,Borewell,Loam,East,138.08,30,140.73
3.5,Maize,Borewell,Sandy,North,97.1,30,108.98
0.81,Paddy,Rainfed,Clay,South,45.76,50,42.75
1.6,Paddy,Borewell,Clay,East,86.72,50,72.2
1.48,Maize,Rainfed,Sandy,West,32.53,30,46.89
3.9,Maize,Rainfed,Loam,North,129.5,30,105.4
2.76,Maize,Rainfed,Sandy,East,87.14,30,77.09
3.42,Maize,Rainfed,Loam,South,76.13,30,96.06
2.64,Paddy,Rainfed,Loam,North,135.54,50,122.65
1.33,Paddy,Rainfed,Loam,West,53.35,50,63.02
1.52,Paddy,Borewell,Clay,North,68.22,50,78.34
2.47,Paddy,Borewell,Clay,South,134.37,50,128.92
1.07,Paddy,Rainfed,Sandy,South,38.76,50,57.54
0.86,Paddy,Rainfed,Loam,East,33.29,50,38.89
3.33,Paddy,Rainfed,Clay,West,165.03,50,182.71
4.49,Cotton,Borewell,Sandy,North,162.61,40,174.99
1.84,Cotton,Borewell,Sandy,East,57.13,40,68.27
1.1,Maize,Borewell,Clay,North,24.98,30,31.29
1.88,Cotton,Borewell,Loam,North,88.8,40,76.38
4.94,Maize,Borewell,Clay,North,131.34,30,146.94
1.96,Maize,Rainfed,Clay,South,46.54,30,54.6
4.75,Paddy,Rainfed,Sandy,South,283.43,50,215.88
1.18,Maize,Borewell,Clay,East,32.28,30,33.18
2.14,Maize,Rainfed,Loam,East,49.08,30,63.64
1.72,Paddy,Rainfed,Clay,North,75.33,50,79.02
2.43,Cotton,Borewell,Clay,North,115.83,40,93.87
4.44,Cotton,Rainfed,Clay,East,199.2,40,193.66
4.06,Cotton,Rainfed,Loam,West,167.24,40,173.98
0.84,Cotton,Rainfed,Sandy,East,31.3,40,36.89
3.96,Maize,Borewell,Clay,North,140.31,30,125.44
4.44,Cotton,Borewell,Loam,South,187.06,40,186.85
2.85,Cotton,Borewell,Sandy,West,132.48,40,121.41
4.3,Paddy,Rainfed,Loam,West,222.85,50,206.6
0.66,Maize,Rainfed,Clay,North,23.12,30,20.14
1.84,Maize,Borewell,Sandy,South,42.76,30,58.84
4.26,Paddy,Rainfed,Clay,North,235.85,50,219.18
2.15,Paddy,Rainfed,Loam,West,91.59,50,96.93
4.25,Maize,Borewell,Loam,East,94.82,30,130.83
2.77,Cotton,Borewell,Clay,North,106.74,40,120.26
0.64,Paddy,Rainfed,Sandy,West,34.77,50,29.13
0.67,Cotton,Rainfed,Clay,East,24.52,40,24.46
4.05,Paddy,Borewell,Sandy,East,195.37,50,183.43
0.68,Cotton,Borewell,Sandy,North,27.37,40,28.87
2.47,Cotton,Rainfed,Sandy,North,96.56,40,104.72
3.25,Maize,Borewell,Sandy,North,79.21,30,99.7
